"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"258","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 08:16:33,FALSE,NA,"1102482953718956032",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thug_Weird",271,TRUE,FALSE,NA,NA
"259","RT @BossJamesB: PLEASE SHARE!! 🙏🙏🙏

 Our friend, Ricardo Canilang, Jr., 22, from Margosatubig, Zamboanga del Sur was diagnosed 6 months ago…",FALSE,0,NA,2019-03-04 08:13:26,FALSE,NA,"1102482168977154048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keintooot",44,TRUE,FALSE,NA,NA
"260","https://t.co/ssSwAHXZGx New Roche Study: Predicting Diabetes-Related Chronic Kidney Disease with Real-World Data #ibm4ins",FALSE,0,NA,2019-03-04 08:09:01,FALSE,NA,"1102481054525472773",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","StefanRiedelIBM",0,FALSE,FALSE,NA,NA
"261","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 08:06:40,FALSE,NA,"1102480465527742465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ceejahy",271,TRUE,FALSE,NA,NA
"262","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 08:03:40,FALSE,NA,"1102479708229382144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","legendary_53",271,TRUE,FALSE,NA,NA
"263","Children of a lesser god: exclusion of chronic kidney disease patients from clinical trials. - PubMed - NCBI… https://t.co/PbWWuMO679",FALSE,0,NA,2019-03-04 07:59:11,TRUE,NA,"1102478581568028675",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BibliotecaHUVH",0,FALSE,FALSE,NA,NA
"264","RT @myelll_: IRON DEFICIENCY ANEMIA:  Iron deficiency anemia is caused by chronic blood loss, increased demand of RBC, pregnancy , lactatio…",FALSE,0,NA,2019-03-04 07:52:57,FALSE,NA,"1102477013762428928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_novemberdreams",1,TRUE,FALSE,NA,NA
"265","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:49:53,FALSE,NA,"1102476240378871809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dexney01",271,TRUE,FALSE,NA,NA
"266","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:47:43,FALSE,NA,"1102475696541233152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michealolubayo",271,TRUE,FALSE,NA,NA
"267","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:45:05,FALSE,NA,"1102475031425232898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mutayofficial",271,TRUE,FALSE,NA,NA
"268","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:41:07,FALSE,NA,"1102474036389597184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","coolbreeze2017",271,TRUE,FALSE,NA,NA
"269","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:38:38,FALSE,NA,"1102473410704224256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","batinneli",142,TRUE,FALSE,NA,NA
"270","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:34:19,FALSE,NA,"1102472324379480065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The_Marquis22",271,TRUE,FALSE,NA,NA
"271","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:33:56,FALSE,NA,"1102472225247117312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arizonaclassica",271,TRUE,FALSE,NA,NA
"272","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:33:14,FALSE,NA,"1102472049308647424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OluAdeniyi3",271,TRUE,FALSE,NA,NA
"273","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:30:57,FALSE,NA,"1102471474949046272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Balqees66489649",271,TRUE,FALSE,NA,NA
"274","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:29:25,FALSE,NA,"1102471089467273216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Utchaei",271,TRUE,FALSE,NA,NA
"275","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:29:03,FALSE,NA,"1102470996529987584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joketijanee",271,TRUE,FALSE,NA,NA
"276","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:29:02,FALSE,NA,"1102470994919342080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","McClayton_",271,TRUE,FALSE,NA,NA
"277","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:27:17,FALSE,NA,"1102470552806137857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","omotolaniee",271,TRUE,FALSE,NA,NA
"278","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:27:10,FALSE,NA,"1102470525304094720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonygous_ik",271,TRUE,FALSE,NA,NA
"279","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:23:50,FALSE,NA,"1102469686778839041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iam_mare_",271,TRUE,FALSE,NA,NA
"280","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:23:42,FALSE,NA,"1102469651848675328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","extraordinaryMG",271,TRUE,FALSE,NA,NA
"281","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:22:19,FALSE,NA,"1102469303067009025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EL_DEINO",271,TRUE,FALSE,NA,NA
"282","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:22:00,FALSE,NA,"1102469224549756928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hodinaka1",271,TRUE,FALSE,NA,NA
"283","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:21:31,FALSE,NA,"1102469102738829312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fajebe",271,TRUE,FALSE,NA,NA
"284","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:21:20,FALSE,NA,"1102469055708098560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Absnthe__",271,TRUE,FALSE,NA,NA
"285","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:21:12,FALSE,NA,"1102469021759356928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Enyo_presh",271,TRUE,FALSE,NA,NA
"286","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:19:59,FALSE,NA,"1102468715617157120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcdaven1",271,TRUE,FALSE,NA,NA
"287","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:19:42,FALSE,NA,"1102468643730980865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Froshsamuel",271,TRUE,FALSE,NA,NA
"288","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:19:32,FALSE,NA,"1102468601242677248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__Tunj",271,TRUE,FALSE,NA,NA
"289","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:11:47,FALSE,NA,"1102466654619938816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lulbabyjersey",271,TRUE,FALSE,NA,NA
"290","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:10:42,FALSE,NA,"1102466378144145408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phirmmzy",271,TRUE,FALSE,NA,NA
"291","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:10:37,FALSE,NA,"1102466359466840065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mr_WhSkY04",271,TRUE,FALSE,NA,NA
"292","RT @kamkalantar: Faster eGFR Decline Predicts Worse Outcomes in CKD Patients with AF https://t.co/hCk8WM9QHP",FALSE,0,NA,2019-03-04 07:10:14,FALSE,NA,"1102466261764710400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FitzsimonsDonna",5,TRUE,FALSE,NA,NA
"293","RT @RealDiehl0405: @EdKrassen Fellow Resisters, 👋
My mom was a nurse for 42 years. Helping people day in and day out. Now, she needs some h…",FALSE,0,NA,2019-03-04 07:08:02,FALSE,NA,"1102465708787712002",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sasshley77",5,TRUE,FALSE,NA,NA
"294","RT @RealDiehl0405: @EdKrassen Fellow Resisters, 👋
My mom was a nurse for 42 years. Helping people day in and day out. Now, she needs some h…",FALSE,0,NA,2019-03-04 07:07:20,FALSE,NA,"1102465534006824962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RhondaTheCat",5,TRUE,FALSE,NA,NA
"295","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 07:04:40,FALSE,NA,"1102464862305820673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GevsonTom",271,TRUE,FALSE,NA,NA
"296","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:58:06,FALSE,NA,"1102463207900409856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kay12code",271,TRUE,FALSE,NA,NA
"297","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:56:15,FALSE,NA,"1102462741720301569",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Astonymous",271,TRUE,FALSE,NA,NA
"298","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:54:13,FALSE,NA,"1102462230099054592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ehixperez",271,TRUE,FALSE,NA,NA
"299","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:52:14,FALSE,NA,"1102461731857588224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ifedayor04",271,TRUE,FALSE,NA,NA
"300","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:51:54,FALSE,NA,"1102461649091547136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TashRoyale",271,TRUE,FALSE,NA,NA
"301","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:50:26,FALSE,NA,"1102461279120306177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aayyomide",142,TRUE,FALSE,NA,NA
"302","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:50:17,FALSE,NA,"1102461242428534787",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lowarre_akins",271,TRUE,FALSE,NA,NA
"303","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:47:39,FALSE,NA,"1102460577799196673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aydanny5",271,TRUE,FALSE,NA,NA
"304","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:47:23,FALSE,NA,"1102460512460263424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abiodundamila14",271,TRUE,FALSE,NA,NA
"305","RT @PacemakerBlog: Polycystic kidney disease (PKD) is a chronic, genetic disease that causes fluid-filled cysts in the kidneys that often l…",FALSE,0,NA,2019-03-04 06:46:13,FALSE,NA,"1102460218930352129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaxGrande11",2,TRUE,FALSE,NA,NA
"306","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:44:49,FALSE,NA,"1102459864712966148",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gentlejac",271,TRUE,FALSE,NA,NA
"307","IRON DEFICIENCY ANEMIA:  Iron deficiency anemia is caused by chronic blood loss, increased demand of RBC, pregnancy… https://t.co/a2aAYo8rYK",FALSE,0,"myelll_",2019-03-04 06:43:08,TRUE,"1102457471627657216","1102459444061978624","1525997282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myelll_",1,FALSE,FALSE,NA,NA
"308","RT @RealDiehl0405: @EdKrassen Fellow Resisters, 👋
My mom was a nurse for 42 years. Helping people day in and day out. Now, she needs some h…",FALSE,0,NA,2019-03-04 06:37:41,FALSE,NA,"1102458069395664896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mary25jane",5,TRUE,FALSE,NA,NA
"309","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:37:24,FALSE,NA,"1102458001905061901",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acezeoke",271,TRUE,FALSE,NA,NA
"310","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:37:04,FALSE,NA,"1102457917691838465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nazeef__",271,TRUE,FALSE,NA,NA
"311","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:36:26,FALSE,NA,"1102457755066081280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EddyAnis",271,TRUE,FALSE,NA,NA
"312","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:35:52,FALSE,NA,"1102457612652761088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddera_",271,TRUE,FALSE,NA,NA
"313","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:35:25,FALSE,NA,"1102457499003904000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","princeolajames",271,TRUE,FALSE,NA,NA
"314","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:35:04,FALSE,NA,"1102457412685103105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ayomideawomolo",271,TRUE,FALSE,NA,NA
"315","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:32:34,FALSE,NA,"1102456783522664448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ekwenjor",271,TRUE,FALSE,NA,NA
"316","RT @Rauff_Hakeem: Water purification RO Plants launched in Kadawatha Rathmala,Horawapothana, Baddawa, Kiwulkade, Medawatciya Junction and K…",FALSE,0,NA,2019-03-04 06:30:40,FALSE,NA,"1102456304633872384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AhmdMubashshir",7,TRUE,FALSE,NA,NA
"317","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:30:30,FALSE,NA,"1102456264553086976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Badsharpsinzzu",271,TRUE,FALSE,NA,NA
"318","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:30:28,FALSE,NA,"1102456254134398977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soetan46017353",271,TRUE,FALSE,NA,NA
"319","@EdKrassen Fellow Resisters, 👋
My mom was a nurse for 42 years. Helping people day in and day out. Now, she needs s… https://t.co/9dSDtNvzTT",FALSE,1,"EdKrassen",2019-03-04 06:30:05,TRUE,"1102449090397331456","1102456157803814912","132339474","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealDiehl0405",5,FALSE,FALSE,NA,NA
"320","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:25:47,FALSE,NA,"1102455077854461952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dufu01",271,TRUE,FALSE,NA,NA
"321","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:15:50,FALSE,NA,"1102452573863329794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hycinth72475763",271,TRUE,FALSE,NA,NA
"322","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:15:22,FALSE,NA,"1102452454820581376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oyigocho123",271,TRUE,FALSE,NA,NA
"323","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:14:34,FALSE,NA,"1102452251979853824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UtomiGabriel",271,TRUE,FALSE,NA,NA
"324","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:11:01,FALSE,NA,"1102451359088033793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maleek_mixes",271,TRUE,FALSE,NA,NA
"325","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:10:34,FALSE,NA,"1102451248551415809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fesimaxu",271,TRUE,FALSE,NA,NA
"326","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:10:21,FALSE,NA,"1102451192775487488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","123pals",271,TRUE,FALSE,NA,NA
"327","RT @Haywhy_Jah: If you are reading this, Please Join me in this #SaveObiJohnChidi Campaign, a Young Nigerian with a Chronic Kidney Disease,…",FALSE,0,NA,2019-03-04 06:09:35,FALSE,NA,"1102451001196531713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pro_Cissei",587,TRUE,FALSE,NA,NA
"328","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:09:07,FALSE,NA,"1102450883424595968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlayoMachado",271,TRUE,FALSE,NA,NA
"329","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:08:22,FALSE,NA,"1102450693938528256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beliketomi",271,TRUE,FALSE,NA,NA
"330","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:08:13,FALSE,NA,"1102450657531969536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","babygirlLanya",271,TRUE,FALSE,NA,NA
"331","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:07:57,FALSE,NA,"1102450587445182466",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Princecasy",271,TRUE,FALSE,NA,NA
"332","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 06:07:10,FALSE,NA,"1102450392259018753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CollinsOkwologu",271,TRUE,FALSE,NA,NA
"333","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:58:33,FALSE,NA,"1102448224076550144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BEN_JOHN10",271,TRUE,FALSE,NA,NA
"334","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:57:17,FALSE,NA,"1102447903413538819",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Innocenthills",271,TRUE,FALSE,NA,NA
"335","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:56:53,FALSE,NA,"1102447805078163456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keepee101",271,TRUE,FALSE,NA,NA
"336","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:49:26,FALSE,NA,"1102445929318240257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mz_obi",271,TRUE,FALSE,NA,NA
"337","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:49:08,FALSE,NA,"1102445854911275008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oluwaebby",271,TRUE,FALSE,NA,NA
"338","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:48:52,FALSE,NA,"1102445787735355393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shiquoh2",271,TRUE,FALSE,NA,NA
"339","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:47:48,FALSE,NA,"1102445515629871104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sunkyjay",271,TRUE,FALSE,NA,NA
"340","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:46:31,FALSE,NA,"1102445194857889792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","waleconcord",271,TRUE,FALSE,NA,NA
"341","RT @SmetsJM: New Roche Study: Predicting Diabetes-Related Chronic Kidney Disease with Real-World Data https://t.co/lVwuuSOwuR",FALSE,0,NA,2019-03-04 05:44:45,FALSE,NA,"1102444750009974785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mia_vanstraelen",1,TRUE,FALSE,NA,NA
"342","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 05:43:34,FALSE,NA,"1102444450943590402",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ObanlaWasiu",271,TRUE,FALSE,NA,NA
